time_s,EMG_ch1_uV,EMG_ch2_uV
4.2565,19.3902107668572,4.89361267005823
4.257,24.9528008114646,9.18707050183076
4.2575,29.7040113096449,10.8954188902184
4.258,31.312189278657,10.3903061025183
4.2585,27.295586658871,7.93388536976229
4.259,19.5924963269024,3.64159832135337
4.2595,13.2814512427301,-1.46327158921152
4.26,10.2461050743029,-6.04245291345911
4.2605,7.58126738385393,-9.68561789215329
4.261,2.88968197489519,-12.4642908545132
4.2615,-2.26583439107009,-14.0849676490043
4.262,-5.12081189665995,-14.7394235096245
4.2625,-4.83310004878507,-15.8609736765983
4.263,-1.92042584943264,-18.5107998039138
4.2635,2.48808257502885,-21.6891319756806
4.264,5.8366603015655,-23.6643879502797
4.2645,5.27775196291836,-24.2417790294294
4.265,0.540753976279555,-24.1657330909136
4.2655,-6.66133955231872,-23.0012288400656
4.266,-16.0387178955352,-19.4954768590458
4.2665,-27.9714441267291,-13.7245282402072
4.267,-38.9021148061091,-6.99302188110713
4.2675,-42.079985137358,0.376478126762673
4.268,-35.3364563540941,9.2337946910365
4.2685,-24.8753512019156,19.1643924635843
4.269,-18.8604251084876,27.6336015306824
4.2695,-19.8268173739494,32.5260244654093
4.27,-25.4723031942746,34.3176569146618
4.2705,-33.7784988796827,34.5776858249883
4.271,-43.9294299991989,33.1207679202614
4.2715,-53.6891484381569,28.2272626562496
4.272,-58.8243806686156,20.0568066866132
4.2725,-55.1110043682087,12.7348006957429
4.273,-40.6944226727036,11.5720655810966
4.2735,-18.7347235768185,17.6063038562969
4.274,1.64679286440576,25.6996081061817
4.2745,10.8052583323644,29.258165604463
4.275,7.77486039359151,26.7219992069387
4.2755,1.79122399124958,22.165973444385
4.276,2.26163066154807,19.596825291154
4.2765,9.43351586856043,18.7378423099925
4.277,17.1709204771079,17.4341680210509
4.2775,21.8875815398811,15.9671915298534
4.278,24.9826878474067,16.3461916850481
4.2785,28.3179992893159,18.1345074251989
4.279,31.378228104734,17.9311861641212
4.2795,32.6724012002213,13.726447482742
4.28,31.3113635430587,7.75229434916238
4.2805,27.5301408013954,3.82311214599589
4.281,23.222738281128,3.00343490928693
4.2815,20.6499805102217,2.93131350147373
4.282,19.193120063049,0.645930653859123
4.2825,15.717674551729,-4.81235010960049
4.283,10.0475038929355,-12.0524108554305
4.2835,6.78116787702731,-18.7288889358217
4.284,8.45639095838882,-23.4894416793862
4.2845,10.3280882638845,-26.9382134252807
4.285,6.61496480051082,-30.3397029276093
4.2855,-0.766852709194071,-33.2369508502374
4.286,-5.32924830158436,-33.2220807615071
4.2865,-6.00451582087838,-28.719599558292
4.287,-7.4857123237952,-21.2683109431956
4.2875,-11.0580853889454,-14.0932204600483
4.288,-12.1475971082368,-8.85722809746742
4.2885,-8.57413303083416,-4.89323371291014
4.289,-4.92477027767071,-1.44637125773985
4.2895,-5.64912860170785,0.588665322149554
4.29,-8.66641580785304,-0.460382703434918
4.2905,-9.38364274730614,-5.2591253299462
4.291,-7.46634166327101,-12.8089349464625
4.2915,-6.02433777972144,-20.7113693333305
4.292,-6.51233581028126,-25.9157846188422
4.2925,-7.59943610063243,-26.6247719540881
4.293,-7.54951992222986,-24.479102969049
4.2935,-5.51003991119262,-23.7753914390055
4.294,-1.91351157634958,-27.1116620697697
4.2945,0.908826352884882,-32.4983176602981
4.295,0.385917059491865,-36.2140160753698
4.2955,-2.77690804668807,-37.6697748579491
4.296,-5.00355455125762,-39.3032568135863
4.2965,-4.91355097934776,-42.1326570406653
4.297,-5.09459300959851,-44.2767120635582
4.2975,-7.26372263101142,-44.3034829611064
4.298,-9.0952999578608,-42.9129501686863
4.2985,-8.48910667381505,-39.9344595330413
4.299,-7.80319985405485,-32.8950047013106
4.2995,-10.2321196226401,-21.2124593338318
4.3,-14.2439840921855,-9.24409691379265
4.3005,-15.5513859510128,-1.71391520911954
4.301,-13.2027230785038,2.35072726488627
4.3015,-9.6848529099824,7.81401235735282
4.302,-5.46308950921168,17.0996322239528
4.3025,2.65759717387335,29.4821140948771
4.303,16.9181044572717,45.1280298282883
4.3035,34.9349512141638,64.3922951720207
4.304,51.4605371155216,82.8697934256152
4.3045,62.1891001076802,92.8712398571473
4.305,65.6322680929639,92.0078019458819
4.3055,62.9911655014919,85.8979140306956
4.306,56.842072493368,80.0743589778161
4.3065,49.1283236999005,73.6038061033037
4.307,40.2344770312815,63.682348965324
4.3075,30.1401067746352,52.1029523587952
4.308,19.4463198294979,42.7136750229745
4.3085,8.58286804649412,35.5676396588663
4.309,-2.54888935175633,28.3441393653217
4.3095,-12.8679346274528,21.5108330611171
